Id,SalePrice,bhk,sqft,YearBuilt
2190,160031.7113,2,6012,1955
2191,162775.9798,2,6845,1955
2192,160735.446,2,6931,1955
2193,166646.109,2,12180,1938
2194,188384.5484,4,8050,1947
2195,165830.6973,2,9520,1953
2196,182138.3585,3,7692,1954
2197,171595.398,3,5142,1923
2198,160337.0792,2,7290,1921
2199,191215.0887,4,7804,1930
2200,166956.0932,2,8969,1926
2201,186581.8309,3,15564,1914
2202,176450.5486,3,7609,1925
2203,193743.1949,4,9650,1923
2204,198882.5661,4,11700,1937
2205,176385.1022,3,9260,1938
2206,162447.6393,2,7801,1951
2207,193782.5557,4,9670,1935
2208,183653.8909,3,12392,1950
2209,210578.6235,3,26073,1956
2210,158527.1641,2,1879,1980
2211,163081.0257,2,7000,1926
2212,174388.8674,3,6000,1940
2213,191905.8701,4,8155,1930
2214,174388.8674,3,6000,1967
2215,161642.7116,2,7392,1930
2216,186939.5072,4,9000,1958
2217,172482.1658,2,14584,1952
2218,159695.9998,2,5280,1895
2219,157230.3697,2,5150,1910
2220,179188.0899,3,9000,1920
2221,157972.8212,2,3843,2007
2222,156804.9514,2,3811,2004
2223,211491.9725,3,23730,1996
2224,186537.2462,3,11050,1996
2225,200468.1611,4,10260,1976
2226,182241.3404,3,9990,1991
2227,157342.2259,2,4084,1986
2228,182022.3871,3,11563,2006
2229,181244.5109,3,12852,2007
2230,178556.6716,3,9802,2006
2231,189547.1999,3,12018,2008
2232,187948.6517,3,12890,1989
2233,194107.2876,3,18265,1986
2234,183521.7104,3,11202,2003
2235,183682.1236,3,7915,1999
2236,178483.3531,3,11449,2007
2237,184003.8798,3,11447,2005
2238,171318.5903,2,8940,1997
2239,162039.7543,2,9278,2007
2240,154846.2522,2,4500,1997
2241,194822.3657,3,14137,1964
2242,169788.7388,3,4224,1975
2243,178891.5545,4,2665,1976
2244,152084.7724,2,1974,1973
2245,139169.8664,1,1596,1973
2246,192439.536,3,17979,1968
2247,161067.8598,3,1477,1970
2248,158762.6485,2,6490,1983
2249,175569.6904,3,6600,1982
2250,183659.795,3,12395,1984
2251,280618.1326,4,56600,1900
2252,180051.8092,3,10667,1971
2253,176519.1803,3,8872,1997
2254,179028.4292,3,10147,1994
2255,177161.5839,3,8637,1999
2256,180081.5088,3,7875,1996
2257,205895.2546,5,7500,1999
2258,183389.7813,3,9556,1992
2259,178543.6479,3,7655,1993
2260,194798.3205,3,18160,1964
2261,162845.6137,2,4740,1988
2262,148103.867,1,5118,1990
2263,201016.1711,4,12328,2005
2264,277936.1269,4,51974,2006
2265,249768.2798,3,41600,1969
2266,161596.0522,2,8035,2006
2267,158011.1149,1,14082,2006
2268,194089.6839,3,13870,2006
2269,181733.3369,3,10960,1984
2270,182852.3277,3,12090,1981
2271,189893.0031,3,12299,1978
2272,194650.211,4,11339,1979
2273,187904.4613,3,11850,1984
2274,171774.9256,2,10400,1979
2275,177998.6859,2,13001,1971
2276,175648.4843,3,8991,1976
2277,196918.0714,4,8000,1974
2278,184299.8381,3,9457,1970
2279,182379.8557,3,7920,1970
2280,184050.7258,2,17199,1961
2281,158296.976,2,4113,2001
2282,175053.3556,2,10943,1997
2283,162293.3761,3,2205,1973
2284,186328.88,4,2058,1973
2285,151422.1169,2,2304,1978
2286,181969.3587,3,7150,1966
2287,189122.677,3,12469,2006
2288,185645.4752,3,11825,2006
2289,182829.8981,2,14333,2007
2290,195848.7882,3,13641,2007
2291,198785.0596,4,13440,2006
2292,181676.1266,2,15431,2005
2293,194131.0127,3,13891,2007
2294,201416.0049,4,13654,2005
2295,185096.5772,2,17169,2007
2296,195158.9726,3,16659,2007
2297,184795.7837,3,9709,2007
2298,189168.2639,3,13615,2006
2299,216855.2601,5,13069,2004
2300,184946.6425,3,14277,2003
2301,189317.5128,3,12568,2007
2302,180803.2778,3,9926,2005
2303,175061.1859,3,9254,2005
2304,179074.8391,3,10732,2006
2305,145708.7643,1,3901,2005
2306,142398.0228,1,3903,2005
2307,161474.5349,2,6289,2005
2308,157025.9452,2,4590,2006
2309,163424.0378,2,7841,2005
2310,164692.7786,2,6240,2006
2311,152163.2444,2,3242,2003
2312,192383.2155,3,15810,2007
2313,182520.2303,3,10237,2005
2314,187254.5075,3,13204,2006
2315,176489.6597,3,8857,2006
2316,181520.4668,3,9729,2006
2317,186414.9782,3,12216,2005
2318,185197.7646,3,8229,2007
2319,178657.7941,3,7713,2007
2320,179731.198,3,7697,2007
2321,161748.2713,2,3621,2003
2322,158608.7491,2,3710,2007
2323,178807.3706,2,16219,2004
2324,184187.1588,3,11084,2004
2325,181686.104,3,10936,2006
2326,190311.0502,3,11950,2003
2327,192252.4964,4,7875,2003
2328,193954.8495,4,8740,2002
2329,181044.2016,3,9487,2000
2330,180258.1312,3,9649,1999
2331,199641.6573,4,12191,1997
2332,197530.7752,4,10557,1998
2333,191777.1969,4,11002,1998
2334,195779.543,4,10790,1998
2335,202112.0465,4,11762,1992
2336,192343.3481,4,9044,1996
2337,185191.3594,3,9910,2007
2338,186760.208,3,11830,2007
2339,177733.7819,3,10612,2006
2340,164430.3912,1,12291,2007
2341,185299.6016,3,9965,2007
2342,186414.0123,3,8847,2005
2343,176401.9211,3,8251,2005
2344,182381.3226,3,9605,2006
2345,176334.1847,3,8778,2006
2346,184901.7358,3,8640,2007
2347,180085.7669,3,9000,2006
2348,184901.7358,3,8640,2007
2349,183967.5615,3,10411,2007
2350,193046.3016,3,12217,2007
2351,168538.9695,2,10440,2007
2352,170157.842,2,11824,2006
2353,196559.7093,4,10625,2004
2354,177133.7094,3,7500,2006
2355,181553.2796,3,7500,2006
2356,185770.6066,3,12450,2003
2357,177017.5951,3,7441,2006
2358,184123.3585,3,11613,1993
2359,165970.3575,2,8012,1980
2360,158151.985,2,6285,1977
2361,177086.4764,3,7476,1968
2362,196373.8962,3,19522,1990
2363,172465.7071,2,10751,1974
2364,168590.7824,2,12712,1973
2365,158820.4742,2,4379,2004
2366,151611.3706,2,3523,2006
2367,152125.0286,2,3784,2006
2368,158404.0731,2,3606,2006
2369,160692.0786,2,5330,2006
2370,170175.2268,3,2280,1999
2371,169854.4366,3,2117,2000
2372,183410.7858,3,7321,1999
2373,180347.194,3,8010,2003
2374,178930.5284,3,8413,1998
2375,153346.2201,1,9466,1994
2376,182675.2043,3,12000,1980
2377,180770.6498,2,17778,1981
2378,188714.1481,3,11700,1968
2379,191393.6086,4,8000,1970
2380,174016.1575,3,8723,1969
2381,183189.6853,3,11700,1968
2382,183621.5088,3,11358,1972
2383,168991.2964,2,9547,1993
2384,185306.6507,3,10530,1993
2385,189030.6803,3,10738,1966
2386,179208.6657,3,10800,1963
2387,174901.4528,3,8050,1967
2388,168337.4065,2,10899,1964
2389,158234.9646,2,7450,1956
2390,179562.4534,2,14357,1961
2391,174176.3916,3,8243,1961
2392,173931.5318,3,8680,1960
2393,184111.7294,3,8800,1966
2394,179374.482,3,9200,1965
2395,207348.8119,5,8800,1964
2396,186983.4193,3,11382,1964
2397,206779.094,3,22002,1959
2398,177472.0747,2,12172,1940
2399,156727.9483,2,5000,1946
2400,157090.5685,2,3500,1945
2401,160387.0327,2,5175,1958
2402,172410.2801,2,9600,1955
2403,191603.3657,4,8668,1968
2404,182152.2072,3,10050,1966
2405,180161.6973,3,9600,1961
2406,169652.2353,2,8760,1957
2407,182503.5201,3,6860,1956
2408,179714.6307,3,8250,1963
2409,180282.5707,3,9100,1960
2410,192600.3381,4,9736,1957
2411,166115.4912,2,9770,1957
2412,186379.5535,3,12198,1955
2413,184361.9923,3,10050,1955
2414,186220.9655,3,11556,1953
2415,198176.4709,4,8078,1958
2416,168437.7765,2,10950,1952
2417,178003.5823,3,7942,1953
2418,179180.4692,3,8540,1956
2419,191930.5611,4,7150,1955
2420,175590.2662,3,8400,1955
2421,176713.1931,3,9532,1953
2422,180159.0909,2,15783,1952
2423,188090.1008,3,14190,1890
2424,186184.7177,3,12099,1953
2425,223055.5887,4,21281,1935
2426,158270.7531,1,10284,1925
2427,184733.1285,3,10800,1895
2428,199926.379,4,10090,1963
2429,175075.7852,3,8700,1961
2430,180917.9251,3,8300,1968
2431,182067.7606,3,7200,1950
2432,178238.6019,3,7500,1959
2433,173454.9446,3,7315,1958
2434,176821.9363,3,7903,1960
2435,183642.1913,3,8000,1960
2436,177254.5827,3,7000,1961
2437,168715.9501,2,6600,1962
2438,180096.9312,3,6760,1962
2439,160620.7282,2,6978,1926
2440,175286.5444,3,6000,1927
2441,153494.7833,2,4480,1922
2442,156407.6592,2,3153,1920
2443,162162.5252,2,7200,1940
2444,166809.8868,2,9000,1900
2445,172929.1564,3,5925,1900
2446,193514.3309,4,9639,1900
2447,181612.1416,3,10337,1910
2448,191745.3864,4,9863,1927
2449,171369.325,3,4571,1910
2450,184425.4706,3,8398,1910
2451,170563.2524,3,3600,1930
2452,184522.3692,3,13500,1879
2453,164968.9479,2,8626,1956
2454,157939.6216,1,11800,1949
2455,151520.3816,1,6854,1925
2456,176129.5087,3,8674,1950
2457,171112.979,3,6125,1939
2458,169762.0816,3,6000,1939
2459,162246.8289,2,6120,1939
2460,171339.3034,3,6240,1938
2461,189034.7537,4,6240,1939
2462,175758.8736,3,6240,1930
2463,163351.7215,2,6120,1926
2464,189806.5466,4,7755,1918
2465,175370.9909,3,8850,1920
2466,196895.5999,4,8550,1926
2467,176905.918,3,5700,1929
2468,176866.5572,3,5680,1901
2469,163590.6772,2,5680,1901
2470,212693.503,5,13200,1963
2471,192686.9317,4,9780,1950
2472,181578.685,3,10320,1915
2473,166475.4576,3,4330,1958
2474,185998.2552,3,10320,1910
2475,185527.7149,3,12888,1937
2476,159027.1182,2,4484,1942
2477,181169.6549,3,11235,1963
2478,176732.9153,2,11235,1964
2479,191619.2946,3,14299,1964
2480,189114.3038,3,14149,1964
2481,180934.6353,3,11677,1966
2482,164573.3722,2,8425,1971
2483,173902.0113,3,8665,1968
2484,165625.1277,2,8398,1967
2485,179555.2196,3,8169,1966
2486,196899.7207,3,14175,1956
2487,207566.1247,4,16779,1920
2488,163899.9811,2,6960,1940
2489,189179.4282,3,11375,1954
2490,193892.88,3,13770,1958
2491,178980.8743,3,9000,1945
2492,179749.8762,3,11075,1984
2493,197999.675,3,17541,1948
2494,203717.4703,3,22692,1953
2495,185249.2612,2,17808,1946
2496,201691.2083,4,12671,1954
2497,181956.5483,3,10512,1954
2498,171895.9363,3,5400,1958
2499,187245.1684,3,11515,1958
2500,157816.7746,2,3869,1984
2501,191702.9126,4,9280,1951
2502,198599.42,4,11100,1951
2503,187193.3137,4,7550,1920
2504,220514.994,4,23920,1984
2505,181814.5276,3,9317,1994
2506,183750.7554,3,9178,2007
2507,183000.4317,3,10481,2006
2508,185830.9719,3,10235,2007
2509,185497.8723,3,11750,2005
2510,179613.4377,3,8760,2006
2511,164454.968,2,7242,2005
2512,185127.2372,3,9316,2005
2513,178750.6138,3,8883,1988
2514,160927.6104,0,20064,1976
2515,192562.8081,3,14217,1994
2516,180990.2415,3,10021,1997
2517,180064.9415,3,8428,1994
2518,196070.9974,3,16561,1996
2519,180352.919,3,10820,1999
2520,183367.9538,3,12352,1998
2521,176734.8415,3,9543,2001
2522,180848.2208,3,8826,2000
2523,187806.0594,3,11800,1974
2524,180521.5264,3,8660,1976
2525,181502.7545,3,9720,1977
2526,174525.8794,3,8982,1977
2527,188927.9841,3,16300,1977
2528,184728.8704,3,9675,1975
2529,179857.9755,3,7200,1972
2530,180962.8681,3,7200,1972
2531,179194.0664,3,11354,2000
2532,179591.7893,3,8749,2003
2533,180638.4637,3,8158,2002
2534,185846.2151,3,11927,1994
2535,195174.0311,4,12728,2001
2536,192474.5683,3,15295,1996
2537,164200.5955,1,17227,1999
2538,178403.0941,3,8145,2007
2539,170774.8402,2,8769,2005
2540,179879.9459,3,8334,2006
2541,177668.1928,3,8333,2006
2542,180174.3286,3,9045,2005
2543,170643.3036,2,9825,1967
2544,165448.0043,2,8308,1963
2545,195531.7549,3,16287,1925
2546,165314.1777,2,8240,1960
2547,172532.7577,3,6285,1976
2548,203310.2181,5,9555,1979
2549,175090.0625,3,7023,2005
2550,230841.3386,2,39290,2008
2551,155225.1901,2,3675,2005
2552,168322.3424,2,6400,1959
2553,165956.2593,2,6882,1955
2554,193956.8176,4,8741,1946
2555,171070.3679,2,10042,1920
2556,166285.2436,2,8172,1955
2557,182875.8013,3,8172,1955
2558,218108.5368,6,10890,1923
2559,174378.7776,3,7223,1926
2560,164731.3164,2,6821,1921
2561,156969.6951,2,4000,1930
2562,173388.8543,3,6720,1921
2563,177559.6287,3,7155,1926
2564,194297.7893,4,7230,1927
2565,174894.5884,2,13108,1951
2566,196544.1441,4,7810,1930
2567,179036.1585,3,6221,1941
2568,211423.9865,3,25485,1960
2569,208156.3989,3,21579,1968
2570,159233.9413,2,1782,1980
2571,210820.1151,4,17871,1995
2572,140196.1098,1,3907,1988
2573,198678.4691,3,20693,1971
2574,186818.6108,2,18044,1986
2575,175044.7976,3,7000,1940
2576,180031.1629,3,7288,1925
2577,176889.1715,3,9060,1923
2578,159638.8562,2,3672,1922
2579,154287.2644,1,11067,1939
2580,191885.6182,4,8250,1895
2581,177503.3786,3,6565,1957
2582,166548.3168,2,6060,1930
2583,164475.1494,2,5568,2006
2584,167484.7449,2,12150,1979
2585,188683.1606,3,10000,2002
2586,162243.3995,1,12864,2002
2587,180807.2139,3,9928,1991
2588,176279.0796,3,8750,1975
2589,163438.9591,2,8410,1974
2590,161495.5394,2,4054,1987
2591,216032.3037,4,19958,1958
2592,176632.1815,3,8368,2006
2593,168743.0016,2,8298,2006
2594,183810.1185,3,10331,1985
2595,156794.3605,2,6718,2001
2596,169136.4301,2,11305,2002
2597,183203.3188,3,7777,1996
2598,213252.9269,5,11800,2003
2599,190550.3279,3,12633,2006
2600,234707.2099,2,43500,1953
2601,135751.3189,0,6710,1996
2602,164228.4589,3,1504,1972
2603,153219.437,2,1533,1970
2604,164210.7465,3,1495,1970
2605,163883.2291,3,1890,1976
2606,154892.7763,1,9129,1977
2607,197092.0873,3,15957,1977
2608,228148.3764,3,33983,1977
2609,178680.5875,3,8286,1977
2610,165643.3412,2,6723,1971
2611,222406.6427,3,27697,1961
2612,184021.8436,3,11000,1976
2613,170871.0949,2,11625,1983
2614,189562.8737,3,10447,1984
2615,170591.885,2,11027,1954
2616,172934.3517,2,10533,1956
2617,186425.0699,3,11765,1957
2618,218648.1311,1,39384,1957
2619,183035.6068,3,11727,1969
2620,178378.9061,3,8238,1997
2621,184516.7166,3,13041,1995
2622,181419.5253,3,9783,1996
2623,196858.9234,4,13128,2005
2624,189228.7015,3,13751,2005
2625,208973.3808,4,13108,1994
2626,180269.869,3,8076,1993
2627,159488.7137,2,3701,1987
2628,191490.2995,3,16023,2005
2629,228684.2451,5,18062,2006
2630,201842.9987,4,12292,2006
2631,209242.8229,4,16052,2006
2632,202357.6226,4,15922,2005
2633,168238.6122,2,8147,2005
2634,202524.1247,3,18261,2005
2635,170588.7719,2,10464,1980
2636,198375.3151,4,10530,1978
2637,170636.8279,2,9927,1976
2638,181991.0795,3,9512,2005
2639,183994.5425,3,10530,1975
2640,182951.4822,3,10000,1974
2641,174126.2972,3,7200,1971
2642,170575.4967,2,8773,2002
2643,175332.2399,3,2760,1973
2644,167522.0615,3,2160,1973
2645,168095.5837,3,1890,1972
2646,154406.4156,2,1680,1972
2647,170996.9733,3,1680,1972
2648,159056.8902,2,4043,1975
2649,181373.6165,3,7514,1967
2650,152272.561,2,2280,1976
2651,168664.3468,3,2179,1976
2652,211007.0083,4,16387,2006
2653,182909.515,2,16163,2004
2654,203926.8294,4,12228,2006
2655,179082.8254,2,14780,2005
2656,206260.0998,4,13975,2005
2657,181732.4434,3,9942,2005
2658,189698.7407,3,12867,2005
2659,203074.3468,4,10672,2006
2660,201670.6344,4,11643,2005
2661,173756.8126,2,13758,2005
2662,181387.0764,2,14828,2004
2663,184859.1553,3,13215,2004
2664,158313.6157,2,5911,2005
2665,151951.9554,1,7740,2006
2666,162537.527,2,6373,2006
2667,178998.3371,3,10237,2005
2668,186732.5849,3,10237,2006
2669,187323.3184,3,11660,2006
2670,199437.2328,4,11631,2004
2671,185546.6809,3,9073,2006
2672,161595.0158,2,3087,2006
2673,154672.4228,2,2938,2002
2674,159355.7101,2,3072,2004
2675,155919.0141,2,3010,2005
2676,182424.871,3,9171,2004
2677,178100.5896,3,8658,2000
2678,202577.9,4,12104,2006
2679,177862.7789,3,9660,1998
2680,182056.0247,3,9545,2000
2681,191403.1992,4,9233,2000
2682,196264.755,4,10019,1995
2683,209375.0034,4,17242,1993
2684,196691.8193,4,10236,1994
2685,192458.4315,3,12585,1993
2686,182242.8093,3,12447,2005
2687,183259.5039,2,15218,2006
2688,188108.2437,3,10936,2006
2689,171418.6402,2,8640,2006
2690,194698.8822,3,13162,2006
2691,174841.8401,3,8125,2005
2692,172965.4765,3,7733,2005
2693,189386.3237,3,11024,2005
2694,185682.6183,3,13072,2005
2695,176412.0127,3,7800,2005
2696,174976.4897,3,7632,2005
2697,180718.5817,3,8304,1997
2698,186131.1882,3,9370,1992
2699,165220.7864,2,7175,1990
2700,164115.8938,2,7175,1991
2701,182125.7291,3,9019,1994
2702,182285.1402,3,9100,1962
2703,196325.4422,4,8927,1977
2704,164865.2153,2,9240,1962
2705,182694.4922,3,9308,1965
2706,185425.4855,3,8450,1968
2707,171414.7041,2,8638,1963
2708,183433.4725,3,13052,1965
2709,176844.9812,3,8020,1964
2710,180568.1878,3,8789,1967
2711,185948.6255,3,14330,1974
2712,189388.2917,3,11025,1992
2713,142754.4892,1,3628,2004
2714,156106.8008,2,2544,2005
2715,155895.3976,2,2998,2000
2716,159851.9777,2,4447,2003
2717,185157.8323,3,8314,1997
2718,180716.2917,3,7180,2001
2719,176901.094,2,13110,1972
2720,181017.2225,3,10140,1967
2721,183269.1594,3,9600,1968
2722,193550.8301,4,8640,1968
2723,170625.8427,2,9360,1968
2724,182012.4059,3,8400,1968
2725,179162.5073,3,9759,1966
2726,183269.1594,3,9600,1967
2727,180589.8362,3,8800,1965
2728,181465.9352,3,10368,1964
2729,196053.0299,4,9350,1964
2730,183421.0203,3,10800,1960
2731,167926.8391,2,8550,1934
2732,168027.531,2,9724,1947
2733,182164.2669,3,9600,1961
2734,172469.0716,2,10858,1952
2735,181059.3743,3,9600,1951
2736,182997.5701,3,9462,1949
2737,166140.5042,2,9888,1954
2738,198515.5469,4,8917,1967
2739,193789.6485,3,12700,1964
2740,173550.0257,2,9723,1963
2741,176487.9432,3,8400,1957
2742,188813.3026,3,9610,1958
2743,178531.912,3,10000,1956
2744,182145.7315,3,10152,1956
2745,179196.465,3,8092,1954
2746,169618.3499,2,12778,1952
2747,170010.1687,2,10170,1951
2748,181739.6717,3,7700,1956
2749,172846.935,2,11050,1956
2750,195560.883,3,13600,1955
2751,180358.1143,2,15428,1951
2752,211817.7028,3,21299,1941
2753,176170.1287,2,13300,1956
2754,234492.2483,5,22136,1925
2755,182450.9565,3,7500,1947
2756,174902.0681,2,10410,1930
2757,173684.1743,2,10914,1929
2758,147196.6737,1,7008,1900
2759,175231.1897,3,7200,1915
2760,193417.6474,4,10818,1910
2761,183313.6012,3,10184,1963
2762,180882.2508,3,9510,1962
2763,186735.698,3,10800,1961
2764,172922.8654,2,11650,1959
2765,202551.6772,3,18275,1962
2766,190485.6341,3,12144,1950
2767,173439.4936,2,8544,1950
2768,196613.5988,4,8512,1960
2769,178152.2597,3,7000,1961
2770,174519.9048,3,7400,1962
2771,172627.7969,3,7000,1962
2772,173732.6895,3,7000,1962
2773,209219.8448,5,9856,1900
2774,181059.3743,3,9600,1948
2775,188515.443,4,5520,1920
2776,182164.2669,3,9600,1900
2777,188137.9016,4,6451,1900
2778,158893.5431,2,3960,1930
2779,189579.6507,4,7745,1900
2780,165229.8035,2,7741,1924
2781,162186.0712,2,5633,1925
2782,166374.8799,2,7200,1950
2783,161665.185,2,7614,1905
2784,175079.3288,3,6000,1955
2785,203840.874,5,6000,1924
2786,152129.0789,1,7830,1921
2787,181012.1414,3,9576,1945
2788,161305.535,2,5747,1920
2789,203326.393,5,6300,1910
2790,168385.5711,2,5976,1920
2791,183564.3652,3,9750,1958
2792,163784.6194,2,4761,1918
2793,171989.1922,2,11737,1924
2794,180839.9562,3,6120,1930
2795,170895.9232,3,6120,1930
2796,174071.0548,2,11672,1925
2797,259423.8591,5,33120,1962
2798,188000.8247,3,10320,1924
2799,179171.7036,3,7518,1910
2800,171022.2414,2,9000,1919
2801,174126.2972,3,7200,1930
2802,187625.5733,3,12375,1951
2803,199567.9464,4,11136,1964
2804,205328.0782,3,21370,1950
2805,166231.535,2,8250,1935
2806,154743.9161,2,5220,1936
2807,159714.537,2,5500,2004
2808,185563.0691,3,11327,1967
2809,171500.7967,2,10366,1964
2810,180983.4438,3,9000,1966
2811,183141.2369,3,9535,1967
2812,178498.6345,3,7176,1978
2813,224323.7105,6,9662,1977
2814,218200.6421,6,8235,1977
2815,182283.1778,2,17529,1924
2816,190054.6392,2,20355,1967
2817,160192.4539,1,13050,1963
2818,171289.3936,2,10820,1971
2819,151131.0987,2,1700,1980
2820,181721.4582,3,9375,1954
2821,172725.0539,3,6488,1942
2822,222438.6991,4,19950,1928
2823,235419.3734,5,19800,1935
2824,185150.926,3,11679,1962
2825,184772.2396,3,12048,1952
2826,180658.2164,3,10519,1955
2827,209673.3166,5,9525,1953
2828,205939.8106,4,12128,1989
2829,165633.5733,2,9069,1993
2830,186030.3172,3,11003,2005
2831,160312.3196,2,7488,2005
2832,190702.4403,3,13377,2006
2833,175122.8103,2,11645,2005
2834,183783.1394,3,10984,2005
2835,178290.6663,3,9316,2005
2836,181605.344,3,9316,2005
2837,187992.4514,3,12000,1968
2838,188885.1178,3,13015,1996
2839,189959.3448,3,12438,1995
2840,179258.6192,3,8685,1998
2841,181518.7503,3,9272,1999
2842,193008.6592,3,13426,1999
2843,186313.8939,3,8340,1977
2844,181499.3919,3,10385,1978
2845,174126.2972,3,7200,1972
2846,183918.6121,3,9930,2002
2847,184114.2709,3,9468,1999
2848,158540.9478,1,11088,2002
2849,197034.7591,4,8726,2002
2850,185170.2845,3,10566,1999
2851,221134.5336,4,21533,1996
2852,184306.6376,3,11250,1998
2853,199792.3027,4,11250,1995
2854,143237.8036,1,4435,2003
2855,177294.8389,3,8810,2003
2856,182368.6209,3,8581,2006
2857,176487.9432,3,8400,2005
2858,183849.4088,3,8772,2005
2859,184964.1415,3,8777,1910
2860,196395.9696,4,7840,1975
2861,188374.9367,2,16133,1969
2862,176261.2968,3,7162,2003
2863,163628.1422,2,8050,2002
2864,180618.0326,3,11060,2003
2865,161647.3298,2,3675,2005
2866,167129.5989,3,2522,2004
2867,174750.9884,3,6956,1948
2868,177560.2021,3,7822,1915
2869,192577.7961,4,8707,1924
2870,199202.899,3,16012,1954
2871,182818.1567,3,8248,1922
2872,148217.2625,1,8088,1922
2873,188997.7971,3,11388,1910
2874,185807.9289,3,10890,1938
2875,177030.4778,3,6430,1945
2876,175942.4746,3,7000,1926
2877,172912.5186,3,4899,1920
2878,198359.2489,4,9399,1919
2879,184379.133,3,10164,1939
2880,194255.5669,4,6191,1941
2881,209449.6516,3,21780,1920
2882,169979.324,2,12400,1940
2883,188206.2819,4,8170,1929
2884,186412.4386,3,12320,1932
2885,196761.3864,3,14210,1930
2886,208353.2696,4,15600,1950
2887,166548.0672,2,7288,1942
2888,175942.4746,3,7000,1926
2889,166790.4579,2,8534,1925
2890,160515.8506,2,7030,1925
2891,192167.6211,4,9060,1957
2892,178751.5511,2,12366,1945
2893,198678.8941,4,9000,1951
2894,164553.1203,2,8520,1916
2895,156887.9329,2,5748,2005
2896,164185.7773,2,3842,2004
2897,212992.1206,3,23580,1979
2898,197468.5505,4,8385,1978
2899,180106.8437,3,9116,2001
2900,183972.0711,3,11080,1975
2901,245283.1983,2,50102,1958
2902,170351.9634,2,8098,2000
2903,195596.3077,3,13618,2005
2904,189369.7563,3,11577,2005
2905,223667.4046,3,31250,1951
2906,169335.3106,2,7020,1997
2907,167411.0284,3,2665,1977
2908,187709.555,3,10172,1968
2909,196526.003,4,11836,1970
2910,137402.5699,1,1470,1970
2911,165086.7751,3,1484,1972
2912,188506.4314,3,13384,1969
2913,172917.4568,3,1533,1970
2914,166274.3252,3,1526,1970
2915,167081.2209,3,1936,1970
2916,164788.7782,3,1894,1970
2917,219222.4234,4,20000,1960
2918,184924.2797,3,10441,1992
2919,187741.8667,3,9627,1993
